,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
mGE85-O10C1-Deviant-17,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,1,1,0,2,2,0,1,0,1,1,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,2,1,0,1,1,2,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,2,3,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
mGE85-O10C1-Deviant-18,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,1,0,1,0,0,0,2,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
mGE85-O10C1-Deviant-19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mGE85-O10C1-Deviant-20,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mGE85-O10C1-Deviant-21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mGE85-O10C1-Deviant-22,0,0,1,0,3,2,1,0,1,3,0,1,0,1,1,0,1,1,1,2,0,1,0,2,0,1,1,0,1,1,0,2,3,1,2,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,2,1,3,2,0,0,0,2,0,1,0,0,1,4,1,3,0,2,0,1,1,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0,3,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,2,2,0,1,2,1,0,0,1,1,1,1,1,0,3,1,2,0,1,4,1,0,1,1,1,0,1,1,1,0,2,0,1,1,3,0,0,1,1,0,2,0,0,0,0,0,1,0,1,2,0,1,1,0,1,0,0,0,0,0,0,3,1,2,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,2,4,0,1,1,1,2,1,2,1
mGE85-O10C1-Deviant-23,1,0,0,0,0,1,0,1,1,3,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,4,3,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,2,0,1,0,1,1,0,1,0,2,0,0,1,2,0,1,0,0,0,0,1,2,2,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,2,1,1,0,0,1,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,2
mGE85-O10C1-Deviant-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mGE85-O10C1-Deviant-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mGE85-O10C1-Deviant-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mGE85-O10C1-Deviant-27,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,2,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,2,1,0,1,2,0,0,0,0,1,0,0,2,0,1,0,2,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
mGE85-O10C1-Deviant-28,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0
mGE85-O10C1-Deviant-29,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0
mGE85-O10C1-Deviant-30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,2,1,1,0,1,0,0,0,0,1,1,0,1,0,0,2,2,1,1,2,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mGE85-O10C1-Deviant-31,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,42,5,1,6,4,7,3,2,1,4,4,16,19,11,0,3,0,1,3,3,3,2,4,12,6,3,3,2,2,3,7,1,10,7,8,13,10,12,9,5,4,5,7,2,3,2,15,30,32,24,14,7,4,4,9,13,12,13,20,27,16,61,20,6,12,4,6,34,58,51,16,6,7,2,6,7,5,11,10,17,30,32,26,21,4,2,5,5,4,8,8,11,17,13,9,7,8,9,10,5,4,3,10,3,4,4,5,4,7,5,12,11,10,6,8,7,5,7,13,11,3,7,2,5,2,11,6,5,2,2,5,5,5,3,5,3,6,3,6,11,3,7,8,4,4,11,14,7,6,7,4,1,3,4,9,4,0,5,4,4,1,9,5,4,6,1,3,5,3,2
mGE85-O10C1-Deviant-32,0,0,0,1,0,2,0,1,1,1,0,1,0,0,1,1,1,1,1,1,2,2,1,0,1,1,0,0,0,1,2,2,1,0,0,0,0,1,1,1,1,2,3,9,2,1,1,2,3,0,3,5,1,2,3,2,1,2,2,0,0,2,2,0,3,1,0,1,0,0,2,2,3,3,0,1,0,0,2,2,1,2,2,1,2,2,1,3,1,2,2,5,4,2,2,2,1,2,4,4,5,8,4,4,0,1,1,2,1,1,0,3,2,0,0,1,5,0,1,3,1,3,3,3,1,2,3,1,1,2,1,0,5,3,0,4,1,2,0,6,1,2,3,1,0,0,2,2,0,2,0,0,2,0,0,0,2,2,0,0,1,1,1,1,0,2,1,2,2,1,2,1,1,1,3,1,2,1,1,0,0,4,2,4,0,2,0,1,1,0,1,0,0,1,0,2,0,0,0,0
mGE85-O10C1-Postdeviant-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mGE85-O10C1-Postdeviant-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mGE85-O10C1-Postdeviant-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mGE85-O10C1-Postdeviant-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mGE85-O10C1-Postdeviant-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,2,1,1,0,0,1,0,0,0,0,0,1,3,0,1,2,0,0,0,2,1,0,1,2,0,1,2,0,0,2,0,1,3,1,0,1,2,1,1,0,2,1,2,1,0,3,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
mGE85-O10C1-Postdeviant-06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,5,1,1,5,2,3,2,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,2,1,2,2,1,6,1,1,0,0,0,3,0,2,1,0,2,2,2,1,2,1,1,1,3,3,1,2,2,1,0,2,1,1,2,0,3,1,0,3,1,0,1,1,0,3,3,1,4,1,5,0,1,2,1,2,4,3,1,2,1,1,3,0,2,3,3,5,3,5,2,3,1,1,5,2,2,1,0,1,1,2,5,1,0,3,3,0,1,3,2,1,1,1,0,1,1,2,2,2,1,2,1,1,0,0,1,2,0,1,0,3,0,1,1
mGE85-O10C1-Postdeviant-07,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,2,1,5,3,4,9,5,4,5,7,8,6,9,7,9,8,5,2,3,3,2,2,4,7,0,3,5,2,1,4,2,2,4,4,5,6,6,13,9,6,4,1,5,3,6,7,1,5,7,8,3,5,3,4,2,5,1,9,2,5,2,4,0,4,5,6,4,3,4,5,6,2,3,0,5,2,5,5,1,5,5,2,4,3,6,4,3,4,0,4,1,2,2,5,1,2,4,0,4,4,7,0,5,3,5,4,2,2,3,2,2,1,3,4,3,2,2,3,0,1,0,0,1,1,1,2,1,0,2,0,1,0,1,0,1,1,0,2,0,0,0,0,1,1,1,0,0
mGE85-O10C1-Postdeviant-08,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5,4,1,3,4,3,4,2,2,0,0,1,1,2,0,0,3,1,0,1,0,2,3,0,0,0,1,1,2,2,2,1,1,0,0,0,1,2,0,0,1,1,4,2,1,1,0,2,1,0,3,2,1,1,0,1,1,1,0,1,3,3,1,2,1,1,2,2,2,1,1,1,1,1,4,2,0,1,2,0,1,3,1,3,0,1,0,0,1,2,1,0,1,2,4,1,3,0,1,0,0,0,2,2,3,0,1,0,2,1,1,1,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,0,1,1,3,0,0,1,1,1,1,0,1
mGE85-O10C1-Postdeviant-09,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,2,2,1,1,0,0,0,3,0,0,0,3,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,1,1,1,1,3,0,2,1,1,0,1,1,0,0,1,2,4,1,0,1,2,1,1,4,1,0,3,3,2,3,1,2,0,7,3,2,5,2,2,2,2,1,3,2,1,4,4,2,4,1,4,2,3,1,1,4,3,1,3,1,4,1,2,6,2,3,5,2,3,1,2,2,2,0,0,1,1,3,3,2,5,2,1,2,1,2,1,2,5,4,0,1,1,1,0
mGE85-O10C1-Postdeviant-10,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,2,1,0,0,0,1,1,0,2,2,0,0,0,0,0,2,0,1,0,1,1,1,0,1,1,1,0,4,3,1,3,2,0,1,2,0,0,3,2,1,1,1,1,1,3,1,3,0,2,2,3,3,4,4,2,0,1,2,4,3,3,5,1,2,0,1,4,3,1,2,4,1,4,1,6,2,1,4,3,3,2,2,1,4,5,0,1,4,3,3,4,4,7,3,3,1,4,6,3,1,0,2,1,3,3,1,4,4,2,4,1,0,4,4,1,2,7,4,3,3,4,0,2,5,1
mGE85-O10C1-Postdeviant-11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,2,1,1,1,0,1,1,7,1,1,2,2,2,2,0,0,2,1,0,3,1,2,3,3,2,3,3,1,1,1,1,1,1,1,1,2,1,3,1,2,1,3,2,1,1,3,2,0,1,2,3,0,0,2,0,0,1,2,0,1,2,1,3,3,1,2,1,1,2,1,3,1,2,2,4,2,0,1,2,4,0,2,0,2,3,3,1,2,2,0,4,2,1,5,2,0,2,3,1,1,0,0,0,2,1,1,3,1,0,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,4,1,1,0,0,1,1,0,0,0,0
mGE85-O10C1-Postdeviant-12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,2,0,1,1,0,1,0,0,1,1,0,0,0,0,3,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,1,1,2,0,1,2,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0
mGE85-O10C1-Postdeviant-13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
mGE85-O10C1-Postdeviant-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mGE85-O10C1-Postdeviant-16,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
mGE85-O10C1-Postdeviant-17,0,1,0,1,0,0,0,1,1,0,0,0,3,1,0,0,2,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,3,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,3,1,0,1,1,0,0,1,1,0,0,1,1,2,0,2,3,0,1,1,0,2,0,1,0,1,3,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0,2,0,0,0,1,0,1,1,0,1,0,1,2,0,1,0,1,1,0,0,2,2,1,0,0,0,2,0,0,2,0,0,1,1,1,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,2,2,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,1,0,0,0,1
