,presicion,recall,f1
tau:1.00-gamma:0.10-C:1.00-bound:0.03,0.3539519798987946,0.9824561403508772,0.5200761582815786
tau:1.00-gamma:0.10-C:1.00-bound:0.01,0.2852275799677089,1.0,0.44296178247745654
tau:1.00-gamma:0.10-C:2.00-bound:0.50,0.6933949220713926,0.5428871916286104,0.5993668646284925
tau:1.00-gamma:0.10-C:2.00-bound:0.30,0.5849062484602948,0.6833255734857565,0.6247174168371514
tau:1.00-gamma:0.10-C:2.00-bound:0.10,0.47494958040266777,0.8955029206745454,0.6184820585137877
tau:1.00-gamma:0.10-C:2.00-bound:0.05,0.41118903971845144,0.9609250398724084,0.574999208873642
tau:1.00-gamma:0.10-C:2.00-bound:0.03,0.3763074901942968,0.9912280701754387,0.5451738361629961
tau:1.00-gamma:0.10-C:2.00-bound:0.01,0.29856404710406154,0.9912280701754387,0.45827412444846066
tau:1.00-gamma:0.15-C:0.30-bound:0.50,0.6577380952380952,0.5159126406265994,0.5687730013311408
tau:1.00-gamma:0.15-C:0.30-bound:0.30,0.5836926327122406,0.7132992230246235,0.6375195789839727
tau:1.00-gamma:0.15-C:0.30-bound:0.10,0.4237924385342742,0.900356952988532,0.5747057373826241
tau:1.00-gamma:0.15-C:0.30-bound:0.05,0.3646650986925894,0.9497607655502392,0.5259999423347939
tau:1.00-gamma:0.15-C:0.30-bound:0.03,0.32959956929631756,0.9661084529505581,0.49087533700159236
tau:1.00-gamma:0.15-C:0.30-bound:0.01,0.264185305741816,0.9912280701754387,0.416333590096146
tau:1.00-gamma:0.15-C:0.50-bound:0.50,0.6612225193107546,0.5322603280269184,0.5805326425025469
tau:1.00-gamma:0.15-C:0.50-bound:0.30,0.5754094811380684,0.6974262071516075,0.6271131839663687
tau:1.00-gamma:0.15-C:0.50-bound:0.10,0.4287500776236696,0.9007177033492825,0.5794413984305222
tau:1.00-gamma:0.15-C:0.50-bound:0.05,0.37803987437793646,0.9573365231259968,0.5415169079195857
tau:1.00-gamma:0.15-C:0.50-bound:0.03,0.3374255127131974,0.9748803827751197,0.5010364484957981
tau:1.00-gamma:0.15-C:0.50-bound:0.01,0.2785620047009024,1.0,0.4348545508767217
tau:1.00-gamma:0.15-C:0.70-bound:0.50,0.6442877792142498,0.5334565002757222,0.5759721932052554
tau:1.00-gamma:0.15-C:0.70-bound:0.30,0.5730729930090775,0.6905719502973507,0.6205545207293942
tau:1.00-gamma:0.15-C:0.70-bound:0.10,0.4431822780067706,0.8927811954127746,0.5904285873125262
tau:1.00-gamma:0.15-C:0.70-bound:0.05,0.38593012027247203,0.9585326953748007,0.5500134705200065
tau:1.00-gamma:0.15-C:0.70-bound:0.03,0.3541801415676343,0.9824561403508772,0.5202447609231514
tau:1.00-gamma:0.15-C:0.70-bound:0.01,0.28725965738348885,1.0,0.44538852202391493
tau:1.00-gamma:0.15-C:0.80-bound:0.50,0.6516407203907204,0.5334565002757222,0.5791467963798586
tau:1.00-gamma:0.15-C:0.80-bound:0.30,0.5777948744925783,0.6985084582338587,0.6268856031051153
tau:1.00-gamma:0.15-C:0.80-bound:0.10,0.4553816566789919,0.900356952988532,0.6031306001242844
tau:1.00-gamma:0.15-C:0.80-bound:0.05,0.39348433282800493,0.967304625199362,0.55896332868633
tau:1.00-gamma:0.15-C:0.80-bound:0.03,0.35891627660374387,0.9824561403508772,0.52541294107365
tau:1.00-gamma:0.15-C:0.80-bound:0.01,0.29091790267303413,1.0,0.44991799384399633
tau:1.00-gamma:0.15-C:1.00-bound:0.50,0.6791125249019986,0.5353114340528529,0.5896398690516338
tau:1.00-gamma:0.15-C:1.00-bound:0.30,0.5779734819307139,0.6909013310615141,0.6240398378505669
tau:1.00-gamma:0.15-C:1.00-bound:0.10,0.46117479739010125,0.8939773676615781,0.606954153570323
tau:1.00-gamma:0.15-C:1.00-bound:0.05,0.39574988998855815,0.967304625199362,0.5613313957076717
tau:1.00-gamma:0.15-C:1.00-bound:0.03,0.36910738707697127,0.9912280701754387,0.5376097937262326
tau:1.00-gamma:0.15-C:1.00-bound:0.01,0.29307891261949526,0.9912280701754387,0.4517233752261174
tau:1.00-gamma:0.15-C:2.00-bound:0.50,0.6686289745113275,0.5434320319903844,0.5949739546498212
tau:1.00-gamma:0.15-C:2.00-bound:0.30,0.5977413665585708,0.7060528462130292,0.6433835162888437
tau:1.00-gamma:0.15-C:2.00-bound:0.10,0.48369349457815436,0.8887625849868414,0.6244907105606258
tau:1.00-gamma:0.15-C:2.00-bound:0.05,0.43172012394701476,0.9685007974481659,0.5965196913749319
tau:1.00-gamma:0.15-C:2.00-bound:0.03,0.3900156196498095,0.9912280701754387,0.5594245958170009
tau:1.00-gamma:0.15-C:2.00-bound:0.01,0.30743726593947324,0.9912280701754387,0.4686800469432551
tau:1.00-gamma:0.20-C:0.30-bound:0.50,0.6550648425648425,0.5410322578514798,0.5842520212219254
tau:1.00-gamma:0.20-C:0.30-bound:0.30,0.5783629950296617,0.7205142302396307,0.6369046418483751
tau:1.00-gamma:0.20-C:0.30-bound:0.10,0.41971344718833953,0.900356952988532,0.5711860171240755
tau:1.00-gamma:0.20-C:0.30-bound:0.05,0.3641415607910154,0.9485645933014354,0.5257650173821651
tau:1.00-gamma:0.20-C:0.30-bound:0.03,0.3285571182630006,0.9661084529505581,0.4899357238811614
tau:1.00-gamma:0.20-C:0.30-bound:0.01,0.27561290422006984,1.0,0.4314044065245104
tau:1.00-gamma:0.20-C:0.50-bound:0.50,0.6570192606957314,0.5486080154272374,0.5904458774157817
tau:1.00-gamma:0.20-C:0.50-bound:0.30,0.5690552084661481,0.6981477078731083,0.6215536982634066
tau:1.00-gamma:0.20-C:0.50-bound:0.10,0.4352525252525253,0.8927811954127746,0.5837029248367674
tau:1.00-gamma:0.20-C:0.50-bound:0.05,0.3838059033540662,0.9585326953748007,0.5477726988463998
tau:1.00-gamma:0.20-C:0.50-bound:0.03,0.3490685160139277,0.9748803827751197,0.5137980079734241
tau:1.00-gamma:0.20-C:0.50-bound:0.01,0.2854499748617396,1.0,0.44317127733365197
tau:1.00-gamma:0.20-C:0.70-bound:0.50,0.6733669108669109,0.542557810864447,0.5910122304607149
tau:1.00-gamma:0.20-C:0.70-bound:0.30,0.5716160736835882,0.7064135965737797,0.6269356725673378
tau:1.00-gamma:0.20-C:0.70-bound:0.10,0.4608370526975178,0.9015531252373359,0.6087406689873482
tau:1.00-gamma:0.20-C:0.70-bound:0.05,0.39337050636928234,0.967304625199362,0.5588624049778114
tau:1.00-gamma:0.20-C:0.70-bound:0.03,0.36504295215321947,0.9912280701754387,0.5332055266005512
tau:1.00-gamma:0.20-C:0.70-bound:0.01,0.2942453691701405,1.0,0.4538632730535042
tau:1.00-gamma:0.20-C:0.80-bound:0.50,0.6703823661718399,0.5353114340528529,0.5863718951954245
tau:1.00-gamma:0.20-C:0.80-bound:0.30,0.5721722472097285,0.6984770886372718,0.6246279802596456
tau:1.00-gamma:0.20-C:0.80-bound:0.10,0.4655187405187406,0.8939773676615781,0.6105412129313493
tau:1.00-gamma:0.20-C:0.80-bound:0.05,0.39766380733028067,0.9685007974481659,0.5632093125766934
tau:1.00-gamma:0.20-C:0.80-bound:0.03,0.371613266924373,0.9912280701754387,0.5401830295803679
tau:1.00-gamma:0.20-C:0.80-bound:0.01,0.29525603793442906,0.9912280701754387,0.4542821254968559
tau:1.00-gamma:0.20-C:1.00-bound:0.50,0.652766106442577,0.5428871916286104,0.5862774622008549
tau:1.00-gamma:0.20-C:1.00-bound:0.30,0.5789979592186723,0.6909013310615141,0.6239954226131053
tau:1.00-gamma:0.20-C:1.00-bound:0.10,0.4749453856310312,0.9027492974861397,0.6201914602231895
tau:1.00-gamma:0.20-C:1.00-bound:0.05,0.4153060507835593,0.9609250398724084,0.5794780660646445
tau:1.00-gamma:0.20-C:1.00-bound:0.03,0.3774752776760886,0.9912280701754387,0.5463901828215246
tau:1.00-gamma:0.20-C:1.00-bound:0.01,0.3023666669429044,0.9912280701754387,0.46271948081158615
tau:1.00-gamma:0.20-C:2.00-bound:0.50,0.6611971848813954,0.5434320319903844,0.5916960429155552
tau:1.00-gamma:0.20-C:2.00-bound:0.30,0.6141807217076035,0.7288114885368889,0.6634161664958768
tau:1.00-gamma:0.20-C:2.00-bound:0.10,0.4856292282212051,0.889958757235645,0.6264086999786153
tau:1.00-gamma:0.20-C:2.00-bound:0.05,0.4467509798245152,0.9533179127000637,0.6070179554762377
tau:1.00-gamma:0.20-C:2.00-bound:0.03,0.41106701847239924,0.9912280701754387,0.5805820560955787
tau:1.00-gamma:0.20-C:2.00-bound:0.01,0.31362057593686493,0.9912280701754387,0.475835619921269
tau:1.00-gamma:0.25-C:0.30-bound:0.50,0.6643722018722019,0.5486080154272374,0.5936204805903849
tau:1.00-gamma:0.25-C:0.30-bound:0.30,0.5657036633198552,0.7129384726638731,0.6269494675306819
tau:1.00-gamma:0.25-C:0.30-bound:0.10,0.42275453186282236,0.9007177033492825,0.5738290688534876
tau:1.00-gamma:0.25-C:0.30-bound:0.05,0.37254264798811393,0.9573365231259968,0.5358120375790575
tau:1.00-gamma:0.25-C:0.30-bound:0.03,0.3360432572176712,0.9748803827751197,0.49937386987413285
tau:1.00-gamma:0.25-C:0.30-bound:0.01,0.2808486757394071,1.0,0.4376580322112004
tau:1.00-gamma:0.25-C:0.50-bound:0.50,0.6597919808949221,0.5413616386156431,0.5864732996059945
tau:1.00-gamma:0.25-C:0.50-bound:0.30,0.564739423051632,0.7060842158096162,0.621174764252357
tau:1.00-gamma:0.25-C:0.50-bound:0.10,0.45352980482714006,0.900356952988532,0.6014966131961799
tau:1.00-gamma:0.25-C:0.50-bound:0.05,0.3911056451362908,0.967304625199362,0.5565632497641811
tau:1.00-gamma:0.25-C:0.50-bound:0.03,0.35722839196371803,0.9912280701754387,0.5247594867217998
tau:1.00-gamma:0.25-C:0.50-bound:0.01,0.292583096757096,1.0,0.45181768042395637
tau:1.00-gamma:0.25-C:0.70-bound:0.50,0.648525641025641,0.5353114340528529,0.5779142423933266
tau:1.00-gamma:0.25-C:0.70-bound:0.30,0.5625098908878893,0.6984770886372718,0.6181911367972749
tau:1.00-gamma:0.25-C:0.70-bound:0.10,0.4640250449710545,0.9027492974861397,0.6106031855557471
tau:1.00-gamma:0.25-C:0.70-bound:0.05,0.40122501681325207,0.9685007974481659,0.5669214897768682
tau:1.00-gamma:0.25-C:0.70-bound:0.03,0.3725531165484332,0.9912280701754387,0.5412356611593152
tau:1.00-gamma:0.25-C:0.70-bound:0.01,0.2985677371938836,0.9912280701754387,0.4581223989799865
tau:1.00-gamma:0.25-C:0.80-bound:0.50,0.6578851540616246,0.5428871916286104,0.5872550907434628
tau:1.00-gamma:0.25-C:0.80-bound:0.30,0.583687713908427,0.6909013310615141,0.6266376990358696
tau:1.00-gamma:0.25-C:0.80-bound:0.10,0.472671916206399,0.9027492974861397,0.6184577047580907
tau:1.00-gamma:0.25-C:0.80-bound:0.05,0.4120945548030533,0.9609250398724084,0.5763783200475583
tau:1.00-gamma:0.25-C:0.80-bound:0.03,0.3774669981596124,0.9912280701754387,0.5463569637350125
tau:1.00-gamma:0.25-C:0.80-bound:0.01,0.3023666669429044,0.9912280701754387,0.46271948081158615
tau:1.00-gamma:0.25-C:1.00-bound:0.50,0.6600081699346405,0.5587602075016264,0.5992579422811981
tau:1.00-gamma:0.25-C:1.00-bound:0.30,0.5867528480080438,0.6909013310615141,0.6287292023038434
tau:1.00-gamma:0.25-C:1.00-bound:0.10,0.48091648253826963,0.9115212273107011,0.6277732025975586
tau:1.00-gamma:0.25-C:1.00-bound:0.05,0.4205036876869761,0.9529885319359003,0.5828153554172008
tau:1.00-gamma:0.25-C:1.00-bound:0.03,0.3830286144928612,0.9912280701754387,0.5522090711837934
tau:1.00-gamma:0.25-C:1.00-bound:0.01,0.3040954415954416,0.9912280701754387,0.464680514186328
tau:1.00-gamma:0.25-C:2.00-bound:0.50,0.6694978632478632,0.5275590161173684,0.5843921497838267
tau:1.00-gamma:0.25-C:2.00-bound:0.30,0.6154151922403195,0.7036918713120087,0.652947961286286
tau:1.00-gamma:0.25-C:2.00-bound:0.10,0.4989610160483671,0.889958757235645,0.6374276527673953
tau:1.00-gamma:0.25-C:2.00-bound:0.05,0.4479653455585133,0.9445459828755024,0.6062007887732207
tau:1.00-gamma:0.25-C:2.00-bound:0.03,0.4170983429839959,0.983652312599681,0.5849601899898416
tau:1.00-gamma:0.25-C:2.00-bound:0.01,0.32155696057512756,0.9912280701754387,0.48496859252645746
tau:1.00-gamma:0.30-C:0.30-bound:0.50,0.656180869783811,0.5325897087910817,0.5808355265263611
tau:1.00-gamma:0.30-C:0.30-bound:0.30,0.5611996230905526,0.7129384726638731,0.6242050433226903
tau:1.00-gamma:0.30-C:0.30-bound:0.10,0.42458380015550534,0.9007177033492825,0.5753651671637795
tau:1.00-gamma:0.30-C:0.30-bound:0.05,0.3795568191049819,0.9661084529505581,0.5444209812250409
tau:1.00-gamma:0.30-C:0.30-bound:0.03,0.33922697916299804,0.9748803827751197,0.5029918733414754
tau:1.00-gamma:0.30-C:0.30-bound:0.01,0.2856921823666458,1.0,0.44357894956944494
tau:1.00-gamma:0.30-C:0.50-bound:0.50,0.6679700854700855,0.542557810864447,0.5899328087930579
tau:1.00-gamma:0.30-C:0.50-bound:0.30,0.5621626686656671,0.7057234654488659,0.6203055102767981
tau:1.00-gamma:0.30-C:0.50-bound:0.10,0.4586513157291721,0.9015531252373358,0.606645181496645
tau:1.00-gamma:0.30-C:0.50-bound:0.05,0.3985037046927344,0.9760765550239233,0.5653869470662374
tau:1.00-gamma:0.30-C:0.50-bound:0.03,0.36542777329259996,0.9912280701754387,0.5334695140633339
tau:1.00-gamma:0.30-C:0.50-bound:0.01,0.2972430422779908,1.0,0.4574016290714684
tau:1.00-gamma:0.30-C:0.70-bound:0.50,0.6529365079365079,0.5508236995651183,0.5903926724360161
tau:1.00-gamma:0.30-C:0.70-bound:0.30,0.5783031679244863,0.6984770886372718,0.6274721666565638
tau:1.00-gamma:0.30-C:0.70-bound:0.10,0.4744881555226382,0.9027492974861397,0.6199560301591132
tau:1.00-gamma:0.30-C:0.70-bound:0.05,0.4106491048281915,0.9609250398724084,0.574996938666177
tau:1.00-gamma:0.30-C:0.70-bound:0.03,0.3785027797038685,0.9912280701754387,0.5474610488499377
tau:1.00-gamma:0.30-C:0.70-bound:0.01,0.3033245213490347,0.9912280701754387,0.46380173189383717
tau:1.00-gamma:0.30-C:0.80-bound:0.50,0.6697023809523809,0.5515138306900321,0.5974023706581846
tau:1.00-gamma:0.30-C:0.80-bound:0.30,0.585703842940685,0.6981477078731083,0.6305658696307068
tau:1.00-gamma:0.30-C:0.80-bound:0.10,0.4790046516790703,0.9115212273107011,0.6262249330165021
tau:1.00-gamma:0.30-C:0.80-bound:0.05,0.4172940705067707,0.9529885319359003,0.57976445875026
tau:1.00-gamma:0.30-C:0.80-bound:0.03,0.38185016331441,0.9912280701754387,0.5509810010083548
tau:1.00-gamma:0.30-C:0.80-bound:0.01,0.3054348632088358,0.9912280701754387,0.4662721220720217
tau:1.00-gamma:0.30-C:1.00-bound:0.50,0.6574428718855964,0.5506784088019786,0.5927302900987111
tau:1.00-gamma:0.30-C:1.00-bound:0.30,0.6020021645021645,0.720874980600381,0.6517389687196006
tau:1.00-gamma:0.30-C:1.00-bound:0.10,0.48988360176611206,0.9202931571352625,0.6372863247863249
tau:1.00-gamma:0.30-C:1.00-bound:0.05,0.43309807256235827,0.960564289511658,0.5963166578484052
tau:1.00-gamma:0.30-C:1.00-bound:0.03,0.390306791324629,0.9912280701754387,0.5595931367209419
tau:1.00-gamma:0.30-C:1.00-bound:0.01,0.30920627321158906,0.9912280701754387,0.47069195260372587
tau:1.00-gamma:0.30-C:2.00-bound:0.50,0.6694978632478632,0.5268688849924548,0.583421305789727
tau:1.00-gamma:0.30-C:2.00-bound:0.30,0.6192239858906525,0.6964454945004145,0.6512591408872673
tau:1.00-gamma:0.30-C:2.00-bound:0.10,0.4989610160483671,0.889958757235645,0.6374276527673953
tau:1.00-gamma:0.30-C:2.00-bound:0.05,0.4540346444161307,0.9445459828755024,0.611463213072536
tau:1.00-gamma:0.30-C:2.00-bound:0.03,0.4240313295129372,0.983652312599681,0.5918001379965854
tau:1.00-gamma:0.30-C:2.00-bound:0.01,0.3217870995790859,0.9912280701754387,0.48515174270960765
tau:1.00-gamma:0.40-C:0.30-bound:0.50,0.6758711734415059,0.5325897087910817,0.5885286016612966
tau:1.00-gamma:0.40-C:0.30-bound:0.30,0.5582195021746214,0.7288114885368889,0.6282126909077264
tau:1.00-gamma:0.40-C:0.30-bound:0.10,0.4338523561357446,0.900356952988532,0.5841131243944543
tau:1.00-gamma:0.40-C:0.30-bound:0.05,0.38184396415196376,0.967304625199362,0.5469056918079279
