,peak_0-1,peak_0-2,peak_0-3,peak_1-2,peak_1-3,peak_2-3,cov_0,cov_1,cov_2,cov_3,rasterfile
mGE84-O10C1-Predeviant-13,10.097364442861213,1.5761749019942686,1.5762454742794327,8.521189540866944,8.52111896858178,7.057228516416103e-05,5.026293046009413,6.08077010358164,0.010070635097157143,0.010076677752297897,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Predeviant_ElectrodeChannel_13.png
mGE84-O10C1-Predeviant-28,5.855184103224536,8.55537761211324,6.473263103411634,2.7001935088887032,0.6180790001870982,2.082114508701605,6.996670269006029,0.06030667715367344,0.7603306535524263,0.010000000000014211,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Predeviant_ElectrodeChannel_28.png
mGE84-O10C1-Predeviant-29,12.156653351057408,4.6778102163883934,4.328198065971761,7.478843134669015,7.8284552850856475,0.3496121504166325,1.919218176054698,6.120139637752144,0.025784524613909406,0.01000000032728631,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Predeviant_ElectrodeChannel_29.png
mGE84-O10C1-Predeviant-30,7.939974447335919,10.248006825927424,5.73321691833434,2.308032378591506,2.206757529001579,4.5147899075930855,8.897588760596538,0.6547264416981445,2.648968613210406,0.00990645689664707,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Predeviant_ElectrodeChannel_30.png
mGE84-O10C1-Predeviant-31,6.342203002120262,1.6314664585605971,3.1858643070116583,4.710736543559665,3.1563386951086034,1.5543978484510612,0.2517726160757055,10.926784558655807,0.11949153931565823,0.01775362496347972,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Predeviant_ElectrodeChannel_31.png
mGE84-O10C1-Predeviant-32,11.021082332092847,7.433967813633781,5.580169461751211,3.5871145184590665,5.440912870341636,1.8537983518825696,12.575594724084343,1.9366703482960541,0.4340064121997335,0.009861255113041667,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Predeviant_ElectrodeChannel_32.png
mGE84-O10C1-Deviant-04,4.650286973423476,8.44426776281649,8.167558741299342,3.7939807893930153,3.517271767875865,0.27670902151715016,4.365750508428466,1.3025337112770683,0.027372080285963586,0.01072055619221297,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_04.png
mGE84-O10C1-Deviant-05,3.009456013515562,5.024923271451909,5.713613093419697,2.015467257936347,2.7041570799041352,0.6886898219677882,4.3153480517499245,2.1595416393678453,0.8587266684207292,0.4561372859406739,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_05.png
mGE84-O10C1-Deviant-06,2.3170797948867747,3.357586162205001,1.4223743583778745,5.674665957091776,3.7394541532646492,1.9352118038271264,5.747332022792629,4.8106272423210985,0.24921699202414083,2.7294000980891466,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_06.png
mGE84-O10C1-Deviant-07,0.3481440648981575,0.9319718626525137,4.6937705600135935,1.2801159275506713,5.041914624911751,3.7617986973610797,6.243643686665603,5.576432909997614,1.7753769210341632,0.27989171514780575,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_07.png
mGE84-O10C1-Deviant-08,1.4546207336981674,3.9118617404368656,1.8138745783273862,5.366482474135033,3.2684953120255535,2.0979871621094794,3.2227473951885455,6.224534959092134,0.4132917375592464,2.155275263868746,/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_O10C1.mcd/Raster_NegativeSpikes_Triggers_Deviant_ElectrodeChannel_08.png
