,peak_0-1,peak_0-2,peak_0-3,peak_1-2,peak_1-3,peak_2-3,cov_0,cov_1,cov_2,cov_3,rasterfile
mGE84-MS-C2-05,3.946156732312698,1.66002240224614,6.049233558616759,5.606179134558838,2.1030768263040613,7.709255960862899,[[0.14646887]],[[0.14646887]],[[0.14646887]],[[0.14646887]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_05.png
mGE84-MS-C2-06,2.451304415714688,4.372530793882175,4.008272056491261,6.823835209596863,1.5569676407765733,8.380802850373437,[[0.18034509]],[[0.18034509]],[[0.18034509]],[[0.18034509]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_06.png
mGE84-MS-C2-07,3.314170102891735,2.2647771841908817,1.5348248513048794,1.0493929187008533,4.848994954196614,3.799602035495761,[[0.23396621]],[[0.23396621]],[[0.23396621]],[[0.23396621]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_07.png
mGE84-MS-C2-08,4.421245644153089,2.3633999237059164,1.1416149635181103,2.0578457204471725,3.2796306806349786,1.2217849601878061,[[0.19148826]],[[0.19148826]],[[0.19148826]],[[0.19148826]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_08.png
mGE84-MS-C2-09,1.3594872841535306,3.697922794018403,2.6815829294367113,2.3384355098648726,1.3220956452831807,1.016339864581692,[[0.14571123]],[[0.14571123]],[[0.14571123]],[[0.14571123]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_09.png
mGE84-MS-C2-10,3.0244053232358006,1.7984276438863702,4.153374250670701,1.2259776793494304,1.1289689274349008,2.354946606784331,[[0.20435865]],[[0.20435865]],[[0.20435865]],[[0.20435865]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_10.png
mGE84-MS-C2-11,3.0039464869333035,1.1205717346107757,5.211500213748513,4.124518221544079,8.215446700681817,4.090928479137737,[[0.16027201]],[[0.16027201]],[[0.16027201]],[[0.16027201]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_11.png
mGE84-MS-C2-12,2.8362599712091736,5.173220804827583,12.398706136776552,2.3369608336184093,9.562446165567378,7.225485331948969,[[0.18204359]],[[0.18204359]],[[0.18204359]],[[0.18204359]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_12.png
mGE84-MS-C2-13,1.9368184570805447,5.975321055881571,4.568530104593496,4.038502598801026,2.631711647512951,1.406790951288075,[[0.10538968]],[[0.10538968]],[[0.10538968]],[[0.10538968]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_13.png
mGE84-MS-C2-28,7.326223696568615,11.119036195829338,2.7066070866287255,3.792812499260722,4.619616609939889,8.412429109200612,[[0.1084659]],[[0.1084659]],[[0.1084659]],[[0.1084659]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_28.png
mGE84-MS-C2-29,2.0455060684861195,5.64673721642486,7.966056407951893,3.6012311479387407,5.920550339465773,2.3193191915270326,[[0.17564657]],[[0.17564657]],[[0.17564657]],[[0.17564657]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_29.png
mGE84-MS-C2-30,6.156007219037859,11.204013473720734,3.284173071201831,5.048006254682875,2.8718341478360276,7.919840402518902,[[0.20624883]],[[0.20624883]],[[0.20624883]],[[0.20624883]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_30.png
mGE84-MS-C2-31,4.551340055941239,1.121305332871093,6.37129021535106,3.430034723070146,1.8199501594098209,5.249984882479967,[[0.13767642]],[[0.13767642]],[[0.13767642]],[[0.13767642]],/media/loaloa/Samsung_T5/output_lowthr/MUA_output_lowthr/mGE84_30.07.2019_MS.mcd/Raster_NegativeSpikes_Triggers_C2_ElectrodeChannel_31.png
